framenr,riders,numbers,boxes
74,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1432, 235, 1559, 342), (1572, 220, 1691, 340), (722, 203, 797, 276), (643, 214, 706, 292), (940, 194, 1014, 261)]"
75,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1429, 241, 1555, 348), (1572, 225, 1686, 338), (716, 209, 790, 287), (637, 223, 694, 296), (930, 196, 1004, 267)]"
76,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (709, 226, 782, 299), (626, 235, 684, 307), (930, 196, 1004, 267)]"
77,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (700, 250, 773, 325), (626, 235, 684, 307), (930, 196, 1004, 267)]"
78,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL']","['97', '97', '14', '4']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (700, 250, 773, 325), (626, 235, 684, 307)]"
79,"['Christophe LAPORTE', 'Michael GOGL', 'Michael GOGL']","['14', '4', '4']","[(700, 250, 773, 325), (683, 327, 757, 397), (598, 329, 655, 398)]"
80,"['Michael GOGL', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['4', '4', '97', '61', '9']","[(671, 343, 745, 413), (583, 346, 647, 418), (1390, 382, 1525, 478), (899, 328, 972, 386), (1520, 365, 1645, 459)]"
81,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['14', '4', '97', '61', '9']","[(659, 355, 735, 432), (570, 362, 637, 438), (1374, 401, 1513, 494), (899, 328, 972, 386), (1501, 383, 1629, 481)]"
82,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '61', '9', '6']","[(647, 372, 720, 445), (562, 375, 626, 451), (1357, 421, 1491, 511), (899, 328, 972, 386), (1501, 383, 1629, 481), (872, 362, 947, 418)]"
83,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Gianni VERMEERSCH']","['14', '4', '97', '9', '6']","[(638, 383, 714, 456), (552, 389, 616, 463), (1340, 433, 1479, 527), (1473, 410, 1602, 508), (859, 370, 932, 430)]"
84,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['14', '4', '97', '9', '61']","[(627, 392, 702, 467), (541, 396, 606, 476), (1331, 446, 1466, 534), (1461, 422, 1593, 528), (851, 383, 927, 445)]"
85,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['14', '4', '97', '9', '61']","[(617, 407, 693, 483), (529, 417, 595, 493), (1319, 457, 1449, 547), (1452, 438, 1582, 542), (839, 395, 913, 458)]"
86,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['14', '4', '97', '9', '61']","[(605, 422, 683, 502), (518, 433, 586, 510), (1308, 474, 1440, 569), (1441, 449, 1569, 555), (828, 408, 901, 472)]"
87,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['14', '4', '97', '9', '61']","[(592, 440, 670, 515), (505, 450, 573, 529), (1294, 488, 1420, 585), (1429, 466, 1555, 566), (816, 426, 885, 486)]"
88,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '9', '61', '6']","[(579, 456, 657, 527), (492, 465, 559, 537), (1283, 501, 1414, 602), (1417, 479, 1540, 583), (805, 438, 876, 498), (868, 441, 937, 491)]"
89,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '97', '61', '6']","[(564, 463, 643, 536), (475, 474, 545, 552), (1271, 507, 1398, 605), (1408, 485, 1527, 599), (796, 444, 867, 505), (855, 446, 927, 499)]"
90,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '97', '61', '6']","[(551, 468, 625, 541), (464, 475, 531, 552), (1262, 506, 1386, 604), (1400, 483, 1519, 594), (784, 444, 855, 505), (848, 444, 917, 499)]"
91,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '97', '61', '6']","[(539, 456, 614, 532), (446, 465, 513, 540), (1257, 494, 1381, 590), (1391, 475, 1510, 586), (779, 439, 844, 496), (837, 444, 907, 496)]"
92,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '97', '61', '6']","[(527, 433, 601, 518), (434, 440, 502, 524), (1248, 474, 1380, 571), (1389, 452, 1502, 568), (779, 439, 844, 496), (837, 444, 907, 496)]"
93,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '4', '97', '97', '61', '6']","[(519, 400, 591, 481), (434, 440, 502, 524), (1246, 433, 1379, 530), (1389, 452, 1502, 568), (779, 439, 844, 496), (837, 444, 907, 496)]"
94,"['Christophe LAPORTE', 'Michael GOGL', 'Jonas RUTSCH', 'Jonas RUTSCH']","['14', '4', '97', '97']","[(519, 400, 591, 481), (434, 440, 502, 524), (1246, 433, 1379, 530), (1389, 452, 1502, 568)]"
95,"['Christophe LAPORTE', 'Jonas RUTSCH']","['14', '97']","[(519, 400, 591, 481), (1306, 390, 1458, 504)]"
96,"['Jonas RUTSCH', 'Michael GOGL']","['97', '4']","[(1349, 385, 1498, 491), (517, 334, 595, 410)]"
97,"['Jonas RUTSCH', 'Michael GOGL', 'Michael GOGL']","['97', '4', '4', '9']","[(1382, 375, 1521, 479), (554, 316, 631, 392), (644, 314, 731, 399), (1513, 359, 1642, 480)]"
98,"['Jonas RUTSCH', 'Michael GOGL', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '4', '4', '9', '6']","[(1395, 362, 1532, 469), (578, 299, 650, 376), (670, 299, 751, 383), (1529, 343, 1655, 465), (924, 292, 998, 355)]"
99,"['Jonas RUTSCH', 'Michael GOGL', 'Michael GOGL', 'Gianni VERMEERSCH', 'Gianni VERMEERSCH']","['97', '4', '4', '9', '6', '6']","[(1406, 354, 1544, 457), (598, 292, 670, 367), (688, 288, 768, 373), (1529, 343, 1655, 465), (946, 279, 1020, 343), (1010, 279, 1079, 341)]"
100,"['Jonas RUTSCH', 'Michael GOGL', 'Christophe LAPORTE', 'Gianni VERMEERSCH', 'Gianni VERMEERSCH']","['97', '4', '14', '9', '6', '6']","[(1411, 353, 1548, 455), (617, 291, 689, 366), (710, 288, 785, 366), (1549, 332, 1674, 444), (958, 282, 1029, 344), (1022, 276, 1096, 336)]"
101,"['Jonas RUTSCH', 'Michael GOGL', 'Christophe LAPORTE', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '4', '14', '9', '1', '6']","[(1414, 362, 1549, 458), (635, 299, 700, 379), (724, 297, 796, 380), (1554, 335, 1677, 454), (972, 289, 1041, 355), (1022, 276, 1096, 336)]"
102,"['Jonas RUTSCH', 'Michael GOGL', 'Christophe LAPORTE', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '4', '14', '9', '1', '6']","[(1415, 425, 1557, 503), (635, 299, 700, 379), (724, 297, 796, 380), (1554, 335, 1677, 454), (972, 289, 1041, 355), (1022, 276, 1096, 336)]"
103,"['Jonas RUTSCH', 'Michael GOGL', 'Christophe LAPORTE', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL']","['97', '4', '14', '9', '1', '1']","[(1415, 425, 1557, 503), (635, 299, 700, 379), (724, 297, 796, 380), (1554, 335, 1677, 454), (972, 289, 1041, 355), (988, 407, 1056, 469)]"
104,"['Jonas RUTSCH', 'Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Xandro MEURISSE']","['97', '1', '1', '7']","[(1415, 425, 1557, 503), (996, 439, 1059, 501), (751, 454, 824, 529), (1427, 509, 1557, 588)]"
105,"['Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Xandro MEURISSE']","['1', '1', '7', '9']","[(996, 439, 1059, 501), (760, 489, 827, 562), (1430, 539, 1560, 620), (1570, 511, 1688, 615)]"
106,"['Mathieu VAN DER POEL', 'Mathieu VAN DER POEL', 'Xandro MEURISSE']","['1', '1', '7', '9']","[(996, 439, 1059, 501), (767, 523, 834, 597), (1429, 566, 1554, 652), (1570, 511, 1688, 615)]"
107,"['Mathieu VAN DER POEL', 'Xandro MEURISSE']","['1', '7', '9']","[(767, 523, 834, 597), (1428, 596, 1553, 685), (1570, 511, 1688, 615)]"
108,"['Mathieu VAN DER POEL', 'Xandro MEURISSE', 'Mathieu VAN DER POEL']","['1', '7', '1']","[(767, 523, 834, 597), (1423, 628, 1552, 722), (766, 594, 831, 668)]"
109,"['Xandro MEURISSE', 'Mathieu VAN DER POEL']","['7', '1', '9']","[(1425, 654, 1548, 742), (761, 632, 828, 705), (1561, 627, 1679, 744)]"
110,"['Xandro MEURISSE', 'Mathieu VAN DER POEL', 'Michael GOGL']","['7', '1', '9', '4']","[(1414, 674, 1549, 774), (758, 660, 829, 741), (1553, 659, 1669, 769), (674, 667, 726, 734)]"
111,"['Jonas RUTSCH', 'Mathieu VAN DER POEL', 'Michael GOGL']","['97', '1', '9', '4']","[(1406, 697, 1540, 794), (750, 684, 822, 764), (1553, 659, 1669, 769), (674, 667, 726, 734)]"
112,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Michael GOGL']","['97', '14', '9', '4', '4']","[(1390, 725, 1526, 827), (742, 705, 817, 780), (1553, 659, 1669, 769), (674, 667, 726, 734), (654, 706, 715, 780)]"
113,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '14', '4', '6']","[(1376, 754, 1515, 856), (731, 717, 808, 796), (647, 719, 705, 794), (956, 695, 1031, 759)]"
114,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '14', '4', '6']","[(1366, 768, 1502, 871), (727, 733, 799, 811), (640, 734, 700, 811), (946, 710, 1021, 774)]"
115,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK']","['97', '14', '4', '61']","[(1358, 782, 1498, 879), (722, 744, 797, 823), (638, 749, 696, 828), (937, 726, 1011, 791)]"
116,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK']","['97', '14', '4', '61']","[(1344, 791, 1483, 891), (723, 755, 797, 830), (637, 759, 695, 838), (931, 740, 1005, 800)]"
117,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK']","['97', '14', '4', '61', '9']","[(1334, 800, 1470, 901), (722, 761, 795, 840), (638, 767, 692, 846), (953, 746, 1028, 803), (1464, 782, 1593, 896)]"
118,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['97', '14', '4', '61', '9', '6']","[(1326, 805, 1458, 909), (722, 763, 795, 841), (637, 770, 693, 852), (916, 747, 984, 811), (1455, 783, 1586, 901), (974, 747, 1052, 806)]"
119,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['97', '14', '4', '61', '9', '6']","[(1318, 785, 1452, 889), (718, 741, 798, 823), (633, 756, 695, 840), (905, 732, 983, 796), (1455, 783, 1586, 901), (974, 747, 1052, 806)]"
120,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['97', '14', '4', '61', '9', '6']","[(1318, 785, 1452, 889), (718, 741, 798, 823), (633, 756, 695, 840), (905, 732, 983, 796), (1455, 783, 1586, 901), (974, 747, 1052, 806)]"
121,"['Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Xandro MEURISSE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['97', '14', '4', '61', '14', '7', '4', '1', '91', '6']","[(1318, 785, 1452, 889), (718, 741, 798, 823), (633, 756, 695, 840), (905, 732, 983, 796), (715, 683, 790, 756), (1307, 722, 1436, 821), (628, 696, 690, 773), (890, 669, 962, 732), (1439, 702, 1562, 815), (949, 665, 1020, 726)]"
122,"['Christophe LAPORTE', 'Xandro MEURISSE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '7', '4', '1', '91', '6']","[(709, 666, 787, 742), (1303, 713, 1429, 812), (626, 681, 685, 757), (881, 653, 950, 719), (1434, 695, 1557, 810), (944, 652, 1010, 712)]"
123,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '4', '1', '91', '6']","[(707, 647, 782, 727), (1294, 700, 1418, 804), (620, 662, 681, 743), (874, 637, 946, 703), (1429, 681, 1550, 800), (935, 637, 1003, 696)]"
124,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '4', '1', '91', '6']","[(700, 631, 773, 713), (1291, 690, 1414, 793), (617, 641, 679, 726), (864, 620, 934, 687), (1430, 671, 1540, 781), (923, 617, 994, 678)]"
125,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '4', '1', '91', '6']","[(698, 618, 774, 699), (1290, 679, 1410, 782), (614, 628, 670, 709), (854, 608, 926, 674), (1428, 661, 1543, 776), (923, 617, 994, 678)]"
126,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '91', '6']","[(695, 608, 769, 689), (1293, 661, 1415, 765), (609, 616, 669, 698), (850, 597, 920, 664), (1430, 649, 1542, 764), (911, 596, 981, 658)]"
127,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '91', '6']","[(690, 602, 765, 678), (1292, 648, 1418, 752), (601, 610, 665, 687), (840, 590, 911, 655), (1429, 628, 1547, 754), (902, 587, 965, 643)]"
128,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '9', '6']","[(683, 599, 758, 674), (1296, 640, 1422, 738), (601, 607, 658, 682), (835, 587, 906, 652), (1433, 623, 1548, 741), (897, 587, 964, 644)]"
129,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '9', '6']","[(685, 594, 758, 674), (1298, 629, 1428, 730), (594, 598, 658, 677), (830, 578, 904, 646), (1435, 614, 1555, 727), (892, 582, 960, 642)]"
130,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '9', '6']","[(686, 583, 760, 659), (1298, 629, 1428, 730), (594, 598, 658, 677), (830, 578, 904, 646), (1435, 614, 1555, 727), (888, 564, 956, 627)]"
131,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '97', '4', '61', '9', '6']","[(684, 543, 762, 626), (1308, 580, 1441, 682), (594, 598, 658, 677), (830, 578, 904, 646), (1435, 614, 1555, 727), (888, 564, 956, 627)]"
132,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Gianni VERMEERSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['14', '97', '6', '61', '14', '9', '6']","[(684, 524, 759, 601), (1312, 565, 1443, 660), (888, 564, 956, 627), (820, 503, 892, 566), (593, 527, 655, 604), (1450, 548, 1567, 668), (884, 505, 955, 565)]"
133,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '9', '6']","[(683, 512, 759, 587), (1314, 556, 1445, 654), (817, 494, 895, 556), (595, 517, 659, 591), (1447, 535, 1568, 657), (884, 505, 955, 565)]"
134,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '9', '6']","[(679, 499, 760, 580), (1312, 549, 1448, 648), (812, 490, 887, 550), (595, 506, 658, 586), (1443, 527, 1565, 649), (877, 488, 946, 542)]"
135,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '9', '6']","[(684, 498, 760, 573), (1311, 547, 1444, 646), (807, 488, 886, 548), (594, 503, 660, 581), (1443, 527, 1565, 649), (877, 488, 946, 542)]"
136,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '9', '6']","[(675, 498, 760, 578), (1308, 548, 1442, 648), (804, 489, 884, 550), (594, 507, 659, 583), (1436, 529, 1562, 643), (877, 488, 946, 542)]"
137,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE']","['14', '97', '61', '14', '9']","[(672, 505, 757, 585), (1308, 547, 1444, 648), (800, 492, 880, 556), (590, 514, 658, 588), (1435, 527, 1562, 641)]"
138,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE']","['14', '97', '61', '14', '9']","[(673, 511, 752, 588), (1306, 545, 1439, 646), (793, 491, 868, 557), (588, 516, 652, 592), (1436, 525, 1565, 638)]"
139,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(669, 514, 745, 594), (1303, 543, 1434, 640), (789, 495, 859, 555), (577, 519, 645, 595), (1431, 522, 1558, 632), (848, 490, 915, 544)]"
140,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(664, 517, 740, 593), (1295, 545, 1427, 641), (779, 492, 853, 555), (572, 519, 639, 594), (1428, 521, 1552, 631), (848, 490, 915, 544)]"
141,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(658, 522, 734, 601), (1291, 545, 1421, 641), (768, 495, 840, 558), (566, 520, 630, 601), (1426, 520, 1549, 631), (848, 490, 915, 544)]"
142,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG']","['14', '97', '61', '14', '91']","[(652, 525, 726, 607), (1288, 546, 1415, 642), (760, 495, 832, 561), (559, 524, 625, 603), (1420, 521, 1541, 630)]"
143,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(646, 530, 719, 612), (1287, 549, 1417, 643), (753, 497, 821, 562), (557, 524, 619, 603), (1419, 524, 1539, 630), (812, 493, 878, 552)]"
144,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(643, 529, 716, 611), (1287, 549, 1417, 645), (744, 500, 814, 567), (552, 524, 618, 603), (1421, 529, 1541, 645), (804, 496, 873, 559)]"
145,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(640, 532, 713, 610), (1289, 550, 1423, 649), (738, 502, 811, 572), (549, 526, 617, 604), (1423, 529, 1542, 651), (800, 504, 867, 568)]"
146,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(643, 539, 716, 622), (1290, 553, 1422, 654), (760, 510, 845, 573), (548, 537, 616, 612), (1426, 530, 1542, 652), (798, 513, 863, 574)]"
147,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(640, 547, 717, 627), (1293, 563, 1424, 660), (733, 516, 802, 584), (549, 544, 617, 623), (1426, 541, 1548, 657), (794, 520, 861, 580)]"
148,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(642, 551, 725, 635), (1292, 568, 1427, 671), (730, 523, 802, 592), (552, 554, 617, 635), (1429, 550, 1550, 664), (790, 523, 861, 586)]"
149,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(647, 556, 729, 636), (1297, 576, 1434, 677), (729, 526, 798, 593), (556, 564, 619, 645), (1432, 553, 1551, 672), (788, 526, 857, 588)]"
150,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(653, 555, 736, 634), (1299, 582, 1436, 687), (703, 535, 776, 606), (564, 565, 624, 650), (1429, 556, 1553, 674), (789, 529, 859, 587)]"
151,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(656, 551, 736, 629), (1294, 586, 1431, 692), (722, 528, 794, 597), (567, 563, 631, 647), (1427, 562, 1550, 677), (784, 529, 856, 590)]"
152,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(662, 534, 752, 615), (1290, 586, 1425, 689), (720, 527, 792, 597), (573, 564, 637, 646), (1427, 562, 1550, 677), (780, 528, 852, 590)]"
153,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(660, 534, 750, 610), (1287, 592, 1426, 687), (720, 527, 792, 597), (578, 563, 640, 640), (1417, 568, 1542, 677), (781, 530, 847, 590)]"
154,"['Christophe LAPORTE', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Julius VAN DEN BERG', 'Gianni VERMEERSCH']","['14', '97', '61', '14', '91', '6']","[(661, 545, 744, 623), (1285, 590, 1426, 689), (720, 527, 792, 597), (580, 562, 644, 644), (1412, 558, 1537, 674), (777, 526, 842, 591)]"
